Date,^OEX
2018-05-18,1190.6500244140625
2018-05-21,1200.530029296875
2018-05-22,1197.1400146484375
2018-05-23,1201.4599609375
2018-05-24,1197.6800537109375
2018-05-25,1194.530029296875
2018-05-29,1180.3399658203125
2018-05-30,1194.9000244140625
2018-05-31,1188.9100341796875
2018-06-01,1202.010009765625
2018-06-04,1207.6500244140625
2018-06-05,1207.9200439453125
2018-06-06,1219.1800537109375
2018-06-07,1218.719970703125
2018-06-08,1221.7900390625
2018-06-11,1222.4300537109375
2018-06-12,1223.6700439453125
2018-06-13,1218.9200439453125
2018-06-14,1221.780029296875
2018-06-15,1220.260009765625
2018-06-18,1217.3399658203125
2018-06-19,1213.239990234375
2018-06-20,1215.2900390625
2018-06-21,1207.0799560546875
2018-06-22,1209.699951171875
2018-06-25,1191.800048828125
2018-06-26,1195.1400146484375
2018-06-27,1185.25
2018-06-28,1194.199951171875
2018-06-29,1194.5
2018-07-02,1199.4599609375
2018-07-03,1191.760009765625
2018-07-05,1202.530029296875
2018-07-06,1213.3399658203125
2018-07-09,1224.8800048828125
2018-07-10,1229.8900146484375
2018-07-11,1221.77001953125
2018-07-12,1234.699951171875
2018-07-13,1235.9100341796875
2018-07-16,1236.6099853515625
2018-07-17,1240.9000244140625
2018-07-18,1242.5999755859375
2018-07-19,1235.97998046875
2018-07-20,1236.3299560546875
2018-07-23,1239.4599609375
2018-07-24,1249.93994140625
2018-07-25,1260.5
2018-07-26,1251.5
2018-07-27,1243.8299560546875
2018-07-30,1237.6300048828125
2018-07-31,1241.760009765625
2018-08-01,1244.0899658203125
2018-08-02,1250.6600341796875
2018-08-03,1257.18994140625
2018-08-06,1262.5699462890625
2018-08-07,1266.4100341796875
2018-08-08,1266.699951171875
2018-08-09,1265.06005859375
2018-08-10,1255.469970703125
2018-08-13,1250.5699462890625
2018-08-14,1257.5999755859375
2018-08-15,1248.2099609375
2018-08-16,1258.75
2018-08-17,1262.3199462890625
2018-08-20,1264.239990234375
2018-08-21,1266.5400390625
2018-08-22,1267.0899658203125
2018-08-23,1265.0799560546875
2018-08-24,1272.4300537109375
2018-08-27,1283.449951171875
2018-08-28,1283.239990234375
2018-08-29,1291.510009765625
2018-08-30,1287.3599853515625
2018-08-31,1286.9000244140625
2018-09-04,1284.030029296875
2018-09-05,1279.4300537109375
2018-09-06,1273.97998046875
2018-09-07,1271.27001953125
2018-09-10,1272.2900390625
2018-09-11,1279.0699462890625
2018-09-12,1279.4300537109375
2018-09-13,1286.56005859375
2018-09-14,1285.5999755859375
2018-09-17,1277.5699462890625
2018-09-18,1284.9100341796875
2018-09-19,1288.1500244140625
2018-09-20,1299.4000244140625
2018-09-21,1298.1400146484375
2018-09-24,1294.7099609375
2018-09-25,1293.9100341796875
2018-09-26,1290.0799560546875
2018-09-27,1295.3199462890625
2018-09-28,1294.27001953125
2018-10-01,1300.8399658203125
2018-10-02,1301.56005859375
2018-10-03,1302.800048828125
2018-10-04,1291.530029296875
2018-10-05,1283.3399658203125
2018-10-08,1283.8699951171875
2018-10-09,1283.5999755859375
2018-10-10,1239.8299560546875
2018-10-11,1214.2900390625
2018-10-12,1233.6600341796875
2018-10-15,1224.489990234375
2018-10-16,1250.4599609375
2018-10-17,1251.6600341796875
2018-10-18,1232.8299560546875
2018-10-19,1236.0899658203125
2018-10-22,1231.02001953125
2018-10-23,1225.8199462890625
2018-10-24,1185.780029296875
2018-10-25,1211.1099853515625
2018-10-26,1189.06005859375
2018-10-29,1177.68994140625
2018-10-30,1193.699951171875
2018-10-31,1208.8399658203125
2018-11-01,1219.800048828125
2018-11-02,1210.739990234375
2018-11-05,1217.5
2018-11-06,1224.6700439453125
2018-11-07,1252.449951171875
2018-11-08,1249.0799560546875
2018-11-09,1237.3499755859375
2018-11-12,1211.5899658203125
2018-11-13,1209.1500244140625
2018-11-14,1199.77001953125
2018-11-15,1212.5899658203125
2018-11-16,1213.72998046875
2018-11-19,1193.489990234375
2018-11-20,1169.93994140625
2018-11-21,1171.2900390625
2018-11-23,1161.4000244140625
2018-11-26,1180.4599609375
2018-11-27,1186.550048828125
2018-11-28,1216.0899658203125
2018-11-29,1213.699951171875
2018-11-30,1225.18994140625
2018-12-03,1238.6300048828125
2018-12-04,1197.47998046875
2018-12-06,1196.199951171875
2018-12-07,1167.5699462890625
2018-12-10,1170.4100341796875
2018-12-11,1170.0799560546875
2018-12-12,1176.02001953125
2018-12-13,1178.25
2018-12-14,1153.5899658203125
2018-12-17,1130.6300048828125
2018-12-18,1132.030029296875
2018-12-19,1113.550048828125
2018-12-20,1096.3599853515625
2018-12-21,1071.3199462890625
2018-12-24,1042.77001953125
2018-12-26,1096.949951171875
2018-12-27,1105.1700439453125
2018-12-28,1104.3399658203125
2018-12-31,1113.8699951171875
2019-01-02,1118.1400146484375
2019-01-03,1088.030029296875
2019-01-04,1126.6400146484375
2019-01-07,1133.219970703125
2019-01-08,1143.8699951171875
2019-01-09,1146.6600341796875
2019-01-10,1149.469970703125
2019-01-11,1149.3499755859375
2019-01-14,1143.949951171875
2019-01-15,1157.449951171875
2019-01-16,1159.93994140625
2019-01-17,1167.8599853515625
2019-01-18,1181.550048828125
2019-01-22,1163.81005859375
2019-01-23,1167.81005859375
2019-01-24,1167.4300537109375
2019-01-25,1176.1099853515625
2019-01-28,1164.43994140625
2019-01-29,1160.6500244140625
2019-01-30,1180.56005859375
2019-01-31,1191.6800537109375
2019-02-01,1191.6700439453125
2019-02-04,1200.75
2019-02-05,1207.6400146484375
2019-02-06,1204.4300537109375
2019-02-07,1190.8299560546875
2019-02-08,1190.1600341796875
2019-02-11,1189.5899658203125
2019-02-12,1205.739990234375
2019-02-13,1208.800048828125
2019-02-14,1204.800048828125
2019-02-15,1217.9599609375
2019-02-19,1219.9200439453125
2019-02-20,1221.739990234375
2019-02-21,1217.43994140625
2019-02-22,1225.06005859375
2019-02-25,1228.3800048828125
2019-02-26,1228.5
2019-02-27,1227.6800537109375
2019-02-28,1223.550048828125
2019-03-01,1232.4300537109375
2019-03-04,1229.4300537109375
2019-03-05,1229.75
2019-03-06,1223.1400146484375
2019-03-07,1212.8800048828125
2019-03-08,1211.0400390625
2019-03-11,1229.5699462890625
2019-03-12,1232.93994140625
2019-03-13,1241.97998046875
2019-03-14,1240.77001953125
2019-03-15,1247.47998046875
2019-03-18,1252.0799560546875
2019-03-19,1252.5699462890625
2019-03-20,1251.260009765625
2019-03-21,1262.9200439453125
2019-03-22,1239.0899658203125
2019-03-25,1237.22998046875
2019-03-26,1246.219970703125
2019-03-27,1240.050048828125
2019-03-28,1243.510009765625
2019-03-29,1251.56005859375
2019-04-01,1265.9200439453125
2019-04-02,1266.0400390625
2019-04-03,1268.050048828125
2019-04-04,1271.4000244140625
2019-04-05,1275.5400390625
2019-04-08,1277.5699462890625
2019-04-09,1270.6700439453125
2019-04-10,1273.7900390625
2019-04-11,1273.1800537109375
2019-04-12,1281.0899658203125
2019-04-15,1281.6199951171875
2019-04-16,1285.0999755859375
2019-04-17,1286.1300048828125
2019-04-18,1287.4000244140625
2019-04-22,1290.68994140625
2019-04-23,1301.56005859375
2019-04-24,1297.02001953125
2019-04-25,1298.5400390625
2019-04-26,1304.1500244140625
2019-04-29,1307.0699462890625
2019-04-30,1305.199951171875
2019-05-01,1297.68994140625
2019-05-02,1292.8800048828125
2019-05-03,1306.719970703125
2019-05-06,1300.43994140625
2019-05-07,1278.760009765625
2019-05-08,1276.4000244140625
2019-05-09,1271.219970703125
2019-05-10,1275.0999755859375
2019-05-13,1243.469970703125
2019-05-14,1252.4100341796875
2019-05-15,1262.300048828125
2019-05-16,1274.3199462890625
2019-05-17,1267.4100341796875
2019-05-20,1258.8499755859375
2019-05-21,1267.75
2019-05-22,1264.1500244140625
2019-05-23,1249.31005859375
2019-05-24,1250.6700439453125
2019-05-28,1240.989990234375
2019-05-29,1231.969970703125
2019-05-30,1233.6700439453125
2019-05-31,1215.02001953125
2019-06-03,1206.8299560546875
2019-06-04,1232.949951171875
2019-06-05,1241.4599609375
2019-06-06,1250.2099609375
2019-06-07,1265.6500244140625
2019-06-10,1272.5799560546875
2019-06-11,1273.5799560546875
2019-06-12,1270.3900146484375
2019-06-13,1275.449951171875
2019-06-14,1274.4000244140625
2019-06-17,1277.3499755859375
2019-06-18,1289.68994140625
2019-06-19,1292.3199462890625
2019-06-20,1305.050048828125
2019-06-21,1304.3599853515625
2019-06-24,1302.8199462890625
2019-06-25,1288.6099853515625
2019-06-26,1288.8299560546875
2019-06-27,1292.25
2019-06-28,1297.4599609375
2019-07-01,1307.949951171875
2019-07-02,1313.6300048828125
2019-07-03,1323.1600341796875
2019-07-05,1320.77001953125
2019-07-08,1314.3599853515625
2019-07-09,1316.7900390625
2019-07-10,1324.5
2019-07-11,1326.7099609375
2019-07-12,1332.3199462890625
2019-07-15,1333.239990234375
2019-07-16,1328.1700439453125
2019-07-17,1319.8499755859375
2019-07-18,1323.719970703125
2019-07-19,1315.4200439453125
2019-07-22,1320.1199951171875
2019-07-23,1328.489990234375
2019-07-24,1334.489990234375
2019-07-25,1328.030029296875
2019-07-26,1339.8699951171875
2019-07-29,1337.77001953125
2019-07-30,1332.6500244140625
2019-07-31,1317.0899658203125
2019-08-01,1305.6600341796875
2019-08-02,1296.6500244140625
2019-08-05,1256.989990234375
2019-08-06,1273.3499755859375
2019-08-07,1273.0
2019-08-08,1296.6800537109375
2019-08-09,1287.6500244140625
2019-08-12,1272.2099609375
2019-08-13,1292.6099853515625
2019-08-14,1255.0999755859375
2019-08-15,1256.8299560546875
2019-08-16,1275.18994140625
2019-08-19,1291.2900390625
2019-08-20,1280.77001953125
2019-08-21,1292.0899658203125
2019-08-22,1291.31005859375
2019-08-23,1256.9100341796875
2019-08-26,1271.7900390625
2019-08-27,1268.06005859375
2019-08-28,1276.239990234375
2019-08-29,1291.77001953125
2019-08-30,1292.3800048828125
2019-09-03,1282.9599609375
2019-09-04,1297.530029296875
2019-09-05,1315.510009765625
2019-09-06,1315.72998046875
2019-09-09,1316.780029296875
2019-09-10,1317.43994140625
2019-09-11,1327.8699951171875
2019-09-12,1331.97998046875
2019-09-13,1330.969970703125
2019-09-16,1324.300048828125
2019-09-17,1327.1199951171875
2019-09-18,1328.1199951171875
2019-09-19,1328.6600341796875
2019-09-20,1321.699951171875
2019-09-23,1321.2099609375
2019-09-24,1308.760009765625
2019-09-25,1318.6199951171875
2019-09-26,1313.9599609375
2019-09-27,1308.6600341796875
2019-09-30,1315.25
2019-10-01,1300.6800537109375
2019-10-02,1276.9100341796875
2019-10-03,1287.739990234375
2019-10-04,1306.989990234375
2019-10-07,1301.9300537109375
2019-10-08,1282.8199462890625
2019-10-09,1294.1199951171875
2019-10-10,1302.4100341796875
2019-10-11,1315.77001953125
2019-10-14,1314.56005859375
2019-10-15,1328.4300537109375
2019-10-16,1326.72998046875
2019-10-17,1329.8199462890625
2019-10-18,1321.6099853515625
2019-10-21,1331.5899658203125
2019-10-22,1327.5899658203125
2019-10-23,1330.969970703125
2019-10-24,1333.219970703125
2019-10-25,1340.719970703125
2019-10-28,1350.5699462890625
2019-10-29,1345.8499755859375
2019-10-30,1351.8299560546875
2019-10-31,1349.760009765625
2019-11-01,1363.030029296875
2019-11-04,1369.3699951171875
2019-11-05,1369.1099853515625
2019-11-06,1369.7900390625
2019-11-07,1374.800048828125
2019-11-08,1379.1099853515625
2019-11-11,1376.6400146484375
2019-11-12,1378.6099853515625
2019-11-13,1378.8399658203125
2019-11-14,1378.3399658203125
2019-11-15,1388.81005859375
2019-11-18,1390.3199462890625
2019-11-19,1387.5899658203125
2019-11-20,1382.010009765625
2019-11-21,1381.2900390625
2019-11-22,1384.81005859375
2019-11-25,1395.0
2019-11-26,1397.760009765625
2019-11-27,1404.1500244140625
2019-11-29,1398.6300048828125
2019-12-02,1387.3800048828125
2019-12-03,1377.760009765625
2019-12-04,1386.449951171875
2019-12-05,1388.5799560546875
2019-12-06,1402.31005859375
2019-12-09,1398.3399658203125
2019-12-10,1396.760009765625
2019-12-11,1400.8299560546875
2019-12-12,1412.56005859375
2019-12-13,1413.6199951171875
2019-12-16,1423.8499755859375
2019-12-17,1425.1400146484375
2019-12-18,1423.0799560546875
2019-12-19,1429.9100341796875
2019-12-20,1435.6500244140625
2019-12-23,1438.0
2019-12-24,1437.0999755859375
2019-12-26,1447.27001953125
2019-12-27,1447.469970703125
2019-12-30,1438.1400146484375
2019-12-31,1442.1700439453125
2020-01-02,1458.1300048828125
2020-01-03,1446.47998046875
2020-01-06,1452.81005859375
2020-01-07,1447.3599853515625
2020-01-08,1455.489990234375
2020-01-09,1466.469970703125
2020-01-10,1462.0699462890625
2020-01-13,1473.1099853515625
2020-01-14,1469.52001953125
2020-01-15,1472.22998046875
2020-01-16,1483.510009765625
2020-01-17,1489.6199951171875
2020-01-21,1485.6800537109375
2020-01-22,1486.699951171875
2020-01-23,1487.219970703125
2020-01-24,1474.43994140625
2020-01-27,1451.199951171875
2020-01-28,1465.56005859375
2020-01-29,1466.699951171875
2020-01-30,1471.239990234375
2020-01-31,1446.7099609375
2020-02-03,1457.5400390625
2020-02-04,1479.7900390625
2020-02-05,1496.1400146484375
2020-02-06,1504.1400146484375
2020-02-07,1498.0699462890625
2020-02-10,1510.3599853515625
2020-02-11,1508.3299560546875
2020-02-12,1517.81005859375
2020-02-13,1513.22998046875
2020-02-14,1515.530029296875
2020-02-18,1511.1199951171875
2020-02-19,1518.93994140625
2020-02-20,1511.27001953125
2020-02-21,1493.8900146484375
2020-02-24,1440.3199462890625
2020-02-25,1398.1199951171875
2020-02-26,1395.449951171875
2020-02-27,1331.5799560546875
2020-02-28,1324.4300537109375
2020-03-02,1388.7099609375
2020-03-03,1346.22998046875
2020-03-04,1402.719970703125
2020-03-05,1356.0999755859375
2020-03-06,1335.4599609375
2020-03-09,1237.510009765625
2020-03-10,1300.489990234375
2020-03-11,1238.8399658203125
2020-03-12,1123.4300537109375
2020-03-13,1237.199951171875
2020-03-16,1094.0699462890625
2020-03-17,1159.1099853515625
2020-03-18,1110.5899658203125
2020-03-19,1114.5999755859375
2020-03-20,1065.6500244140625
2020-03-23,1040.0
2020-03-24,1130.4200439453125
2020-03-25,1135.199951171875
2020-03-26,1204.5
2020-03-27,1162.300048828125
2020-03-30,1204.1400146484375
2020-03-31,1187.47998046875
2020-04-01,1139.31005859375
2020-04-02,1168.510009765625
2020-04-03,1151.5699462890625
2020-04-06,1228.1500244140625
2020-04-07,1222.75
2020-04-08,1258.449951171875
2020-04-09,1271.199951171875
2020-04-13,1266.469970703125
2020-04-14,1307.0899658203125
2020-04-15,1283.6800537109375
2020-04-16,1292.9000244140625
2020-04-17,1320.6800537109375
2020-04-20,1299.3800048828125
2020-04-21,1259.469970703125
2020-04-22,1288.3800048828125
2020-04-23,1288.6400146484375
2020-04-24,1306.3199462890625
2020-04-27,1320.1300048828125
2020-04-28,1307.1700439453125
2020-04-29,1342.6700439453125
2020-04-30,1338.02001953125
2020-05-01,1302.1600341796875
2020-05-04,1307.81005859375
2020-05-05,1318.68994140625
2020-05-06,1313.030029296875
2020-05-07,1325.43994140625
2020-05-08,1345.18994140625
2020-05-11,1348.31005859375
2020-05-12,1322.8699951171875
2020-05-13,1302.8699951171875
2020-05-14,1317.3900146484375
2020-05-15,1323.5400390625
2020-05-18,1357.8800048828125
2020-05-19,1344.0999755859375
2020-05-20,1366.989990234375
2020-05-21,1356.1600341796875
2020-05-22,1358.93994140625
2020-05-26,1369.97998046875
2020-05-27,1386.6099853515625
2020-05-28,1382.800048828125
2020-05-29,1389.6300048828125
2020-06-01,1392.949951171875
2020-06-02,1403.4200439453125
2020-06-03,1418.3299560546875
2020-06-04,1413.0799560546875
2020-06-05,1448.3299560546875
2020-06-08,1464.5799560546875
2020-06-09,1460.800048828125
2020-06-10,1459.780029296875
2020-06-11,1376.7900390625
2020-06-12,1393.260009765625
2020-06-15,1403.0999755859375
2020-06-16,1430.0999755859375
2020-06-17,1426.1400146484375
2020-06-18,1427.780029296875
2020-06-19,1422.0400390625
2020-06-22,1433.739990234375
2020-06-23,1442.8199462890625
2020-06-24,1408.8399658203125
2020-06-25,1424.9599609375
2020-06-26,1386.050048828125
2020-06-29,1405.8499755859375
2020-06-30,1427.22998046875
2020-07-01,1437.219970703125
2020-07-02,1442.949951171875
2020-07-06,1470.6300048828125
2020-07-07,1456.52001953125
2020-07-08,1471.1500244140625
2020-07-09,1466.0400390625
2020-07-10,1481.9599609375
2020-07-13,1466.6400146484375
2020-07-14,1483.800048828125
2020-07-15,1490.3499755859375
2020-07-16,1484.3499755859375
2020-07-17,1484.7099609375
2020-07-20,1504.1099853515625
2020-07-21,1502.9599609375
2020-07-22,1509.4300537109375
2020-07-23,1483.68994140625
2020-07-24,1474.1199951171875
2020-07-27,1486.0999755859375
2020-07-28,1477.0999755859375
2020-07-29,1491.6199951171875
2020-07-30,1487.8699951171875
2020-07-31,1504.9300537109375
2020-08-03,1519.43994140625
2020-08-04,1524.3599853515625
2020-08-05,1535.4200439453125
2020-08-06,1551.2099609375
2020-08-07,1547.9000244140625
2020-08-10,1550.68994140625
2020-08-11,1536.0
2020-08-12,1560.5899658203125
2020-08-13,1557.8299560546875
2020-08-14,1557.2900390625
2020-08-17,1561.280029296875
2020-08-18,1569.449951171875
2020-08-19,1563.030029296875
2020-08-20,1573.72998046875
2020-08-21,1582.1600341796875
2020-08-24,1597.8900146484375
2020-08-25,1604.8800048828125
2020-08-26,1629.280029296875
2020-08-27,1630.4599609375
2020-08-28,1640.780029296875
2020-08-31,1638.93994140625
2020-09-01,1653.6700439453125
2020-09-02,1675.6700439453125
2020-09-03,1611.4100341796875
2020-09-04,1596.0999755859375
2020-09-08,1546.9000244140625
2020-09-09,1580.8699951171875
2020-09-10,1551.030029296875
2020-09-11,1549.9200439453125
2020-09-14,1567.06005859375
2020-09-15,1576.9100341796875
2020-09-16,1563.8800048828125
2020-09-17,1548.530029296875
2020-09-18,1530.5799560546875
2020-09-21,1519.4000244140625
2020-09-22,1538.47998046875
2020-09-23,1499.68994140625
2020-09-24,1504.5
2020-09-25,1529.0
2020-09-28,1553.010009765625
2020-09-29,1545.719970703125
2020-09-30,1560.5799560546875
2020-10-01,1569.8800048828125
2020-10-02,1547.0799560546875
2020-10-05,1575.550048828125
2020-10-06,1550.1500244140625
2020-10-07,1577.800048828125
2020-10-08,1587.72998046875
2020-10-09,1604.760009765625
2020-10-12,1637.550048828125
2020-10-13,1628.5
2020-10-14,1615.3199462890625
2020-10-15,1610.760009765625
2020-10-16,1610.760009765625
2020-10-19,1582.3199462890625
2020-10-20,1590.18994140625
2020-10-21,1587.18994140625
2020-10-22,1593.5
2020-10-23,1596.739990234375
2020-10-26,1568.6500244140625
2020-10-27,1569.1400146484375
2020-10-28,1509.6400146484375
2020-10-29,1530.280029296875
2020-10-30,1507.6500244140625
2020-11-02,1520.31005859375
2020-11-03,1544.719970703125
2020-11-04,1590.1199951171875
2020-11-05,1621.22998046875
2020-11-06,1620.8900146484375
2020-11-09,1628.510009765625
2020-11-10,1623.0
2020-11-11,1640.6300048828125
2020-11-12,1626.6099853515625
2020-11-13,1644.8900146484375
2020-11-16,1661.52001953125
2020-11-17,1653.449951171875
2020-11-18,1634.1600341796875
2020-11-19,1640.510009765625
2020-11-20,1628.3499755859375
2020-11-23,1634.280029296875
2020-11-24,1662.489990234375
2020-11-25,1662.280029296875
2020-11-27,1665.8699951171875
2020-11-30,1658.77001953125
2020-12-01,1679.489990234375
2020-12-02,1685.02001953125
2020-12-03,1682.239990234375
2020-12-04,1692.6199951171875
2020-12-07,1691.0799560546875
2020-12-08,1696.0400390625
2020-12-09,1681.0799560546875
2020-12-10,1679.25
2020-12-11,1679.1700439453125
2020-12-14,1671.719970703125
2020-12-15,1691.5799560546875
2020-12-16,1696.260009765625
2020-12-17,1703.800048828125
2020-12-18,1695.719970703125
2020-12-21,1693.02001953125
2020-12-22,1689.0999755859375
2020-12-23,1689.300048828125
2020-12-24,1694.81005859375
2020-12-28,1715.2099609375
2020-12-29,1713.219970703125
2020-12-30,1711.3499755859375
2020-12-31,1720.5
2021-01-04,1696.8599853515625
2021-01-05,1708.219970703125
2021-01-06,1706.75
2021-01-07,1734.7900390625
2021-01-08,1747.3299560546875
2021-01-11,1732.239990234375
2021-01-12,1730.199951171875
2021-01-13,1739.6700439453125
2021-01-14,1729.739990234375
2021-01-15,1716.1099853515625
2021-01-19,1731.4200439453125
2021-01-20,1761.97998046875
2021-01-21,1766.8599853515625
2021-01-22,1764.2099609375
2021-01-25,1774.6400146484375
2021-01-26,1775.81005859375
2021-01-27,1731.8900146484375
2021-01-28,1745.550048828125
2021-01-29,1709.75
2021-02-01,1737.0999755859375
2021-02-02,1760.9599609375
2021-02-03,1765.0400390625
2021-02-04,1783.93994140625
2021-02-05,1790.1099853515625
2021-02-08,1800.77001953125
2021-02-09,1797.6800537109375
2021-02-10,1794.739990234375
2021-02-11,1796.4599609375
2021-02-12,1803.1199951171875
2021-02-16,1802.1600341796875
2021-02-17,1803.1400146484375
2021-02-18,1793.97998046875
2021-02-19,1782.6800537109375
2021-02-22,1764.9200439453125
2021-02-23,1765.9100341796875
2021-02-24,1784.239990234375
2021-02-25,1739.699951171875
2021-02-26,1731.4200439453125
2021-03-01,1773.4000244140625
2021-03-02,1757.739990234375
2021-03-03,1733.5899658203125
2021-03-04,1713.77001953125
2021-03-05,1743.7099609375
2021-03-08,1728.989990234375
2021-03-09,1760.1300048828125
2021-03-10,1769.800048828125
2021-03-11,1789.050048828125
2021-03-12,1786.8299560546875
2021-03-15,1795.06005859375
2021-03-16,1797.3900146484375
2021-03-17,1802.1800537109375
2021-03-18,1772.75
2021-03-19,1771.8699951171875
2021-03-22,1788.06005859375
2021-03-23,1779.8299560546875
2021-03-24,1765.969970703125
2021-03-25,1771.449951171875
2021-03-26,1798.0999755859375
2021-03-29,1801.010009765625
2021-03-30,1792.6300048828125
2021-03-31,1801.8800048828125
2021-04-01,1822.5400390625
2021-04-05,1852.56005859375
2021-04-06,1850.0999755859375
2021-04-07,1857.719970703125
2021-04-08,1867.0699462890625
2021-04-09,1882.8900146484375
2021-04-12,1881.8199462890625
2021-04-13,1891.5999755859375
2021-04-14,1879.4200439453125
2021-04-15,1902.1199951171875
2021-04-16,1908.8599853515625
2021-04-19,1899.050048828125
2021-04-20,1885.6800537109375
2021-04-21,1898.75
2021-04-22,1878.699951171875
2021-04-23,1898.22998046875
2021-04-26,1901.5899658203125
2021-04-27,1900.300048828125
2021-04-28,1899.219970703125
2021-04-29,1912.8499755859375
2021-04-30,1900.8299560546875
2021-05-03,1904.780029296875
2021-05-04,1887.719970703125
2021-05-05,1889.010009765625
2021-05-06,1908.27001953125
2021-05-07,1919.280029296875
2021-05-10,1895.010009765625
2021-05-11,1880.260009765625
2021-05-12,1841.4200439453125
2021-05-13,1862.47998046875
2021-05-14,1890.3199462890625
2021-05-17,1884.56005859375
2021-05-18,1868.6800537109375
2021-05-19,1864.75
2021-05-20,1886.1600341796875
2021-05-21,1883.1600341796875
2021-05-24,1905.1500244140625
2021-05-25,1901.9599609375
2021-05-26,1904.8299560546875
2021-05-27,1903.6700439453125
2021-05-28,1904.550048828125
2021-06-01,1900.3299560546875
2021-06-02,1903.8499755859375
2021-06-03,1895.8699951171875
2021-06-04,1915.72998046875
2021-06-07,1917.81005859375
2021-06-08,1916.8699951171875
2021-06-09,1915.81005859375
2021-06-10,1926.719970703125
2021-06-11,1929.5899658203125
2021-06-14,1937.2099609375
2021-06-15,1931.1800537109375
2021-06-16,1922.280029296875
2021-06-17,1928.1099853515625
2021-06-18,1906.0799560546875
2021-06-21,1928.239990234375
2021-06-22,1940.8900146484375
2021-06-23,1938.5799560546875
2021-06-24,1949.18994140625
2021-06-25,1952.489990234375
2021-06-28,1961.449951171875
2021-06-29,1962.22998046875
2021-06-30,1964.75
2021-07-01,1974.68994140625
2021-07-02,1993.1199951171875
2021-07-06,1993.5999755859375
2021-07-07,2001.3699951171875
2021-07-08,1986.969970703125
2021-07-09,2005.9200439453125
2021-07-12,2013.2900390625
2021-07-13,2010.5799560546875
2021-07-14,2015.9599609375
2021-07-15,2008.47998046875
2021-07-16,1992.8499755859375
2021-07-19,1962.9100341796875
2021-07-20,1988.6600341796875
2021-07-21,2003.5400390625
2021-07-22,2011.1500244140625
2021-07-23,2031.9200439453125
2021-07-26,2038.489990234375
2021-07-27,2025.4000244140625
2021-07-28,2023.5899658203125
2021-07-29,2027.949951171875
2021-07-30,2011.75
2021-08-02,2008.7099609375
2021-08-03,2024.3299560546875
2021-08-04,2016.0999755859375
2021-08-05,2030.4100341796875
2021-08-06,2031.7099609375
2021-08-09,2030.0400390625
2021-08-10,2031.949951171875
2021-08-11,2033.5999755859375
2021-08-12,2045.4100341796875
